DOI,Author,PubDate,ISO3,YCoord,XCoord,StartDate,EndDate,Species,SampleType,SampleOrigin,Method,Pathogens,Strain,Nsamples,Prev,NIsolates,Compound,ATC.Code,Rescom,Concg,Guidelines,Breakpoint,Remark,Class,WHO_MedImp
10.3389/fmicb.2017.01049,Zhao,2017,CHN,37.46,121.45,01.03.16,01.07.16,Pig,LivingAnimal,NA,DD_PCR,Salmonella,NA,600,8,49,AMC,J01CR02,0,30,CLSI 2013 M100-S23,NA,Slaughterhouse,Aminopenicillins with Beta-Lactamase Inhibitors,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,37.46,121.45,01.03.16,01.07.16,Pig,LivingAnimal,NA,DD_PCR,Salmonella,NA,600,8,49,AMP,J01CA01,27,10,CLSI 2013 M100-S23,NA,double,Aminopenicillins,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,37.46,121.45,01.03.16,01.07.16,Pig,LivingAnimal,NA,DD_PCR,Salmonella,NA,600,8,49,CTX,J01DD01,0,30,CLSI 2013 M100-S23,NA,double,3rd Generation Cephalosporin,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,37.46,121.45,01.03.16,01.07.16,Pig,LivingAnimal,NA,DD_PCR,Salmonella,NA,600,8,49,CIP,J01MA02,0,5,CLSI 2013 M100-S23,NA,double,Quinolones,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,37.46,121.45,01.03.16,01.07.16,Pig,LivingAnimal,NA,DD_PCR,Salmonella,NA,600,8,49,FFC,QJ01BA90,27,30,CLSI 2013 M100-S23,NA,double,Amphenicols,Highly important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,37.46,121.45,01.03.16,01.07.16,Pig,LivingAnimal,NA,DD_PCR,Salmonella,NA,600,8,49,GEN,J01GB03,46,10,CLSI 2013 M100-S23,NA,double,Aminoglycosides,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,37.46,121.45,01.03.16,01.07.16,Pig,LivingAnimal,NA,DD_PCR,Salmonella,NA,600,8,49,NAL,J01MB02,18,30,CLSI 2013 M100-S23,NA,double,Quinolones,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,37.46,121.45,01.03.16,01.07.16,Pig,LivingAnimal,NA,DD_PCR,Salmonella,NA,600,8,49,SPT,J01XX04,27,10,CLSI 2013 M100-S23,NA,double,Aminocyclitols,Important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,37.46,121.45,01.03.16,01.07.16,Pig,LivingAnimal,NA,DD_PCR,Salmonella,NA,600,8,49,TET,J01AA07,82,30,CLSI 2013 M100-S23,NA,double,Tetracyclines,Highly important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,37.46,121.45,01.03.16,01.07.16,Pig,LivingAnimal,NA,DD_PCR,Salmonella,NA,600,8,49,SXT,J01EE01,27,25,CLSI 2013 M100-S23,NA,Slaughterhouse,"Sulfonamides, Trimethoprim and Combinations",Highly important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,36,119.41,01.03.16,01.07.16,Pig,LivingAnimal,NA,DD_PCR,Salmonella,NA,600,8,49,AMC,J01CR02,0,30,CLSI 2013 M100-S23,NA,Slaughterhouse,Aminopenicillins with Beta-Lactamase Inhibitors,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,36,119.41,01.03.16,01.07.16,Pig,LivingAnimal,NA,DD_PCR,Salmonella,NA,600,8,49,AMP,J01CA01,0,10,CLSI 2013 M100-S23,NA,Slaughterhouse,Aminopenicillins,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,36,119.41,01.03.16,01.07.16,Pig,LivingAnimal,NA,DD_PCR,Salmonella,NA,600,8,49,CTX,J01DD01,0,30,CLSI 2013 M100-S23,NA,double,3rd Generation Cephalosporin,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,36,119.41,01.03.16,01.07.16,Pig,LivingAnimal,NA,DD_PCR,Salmonella,NA,600,8,49,CIP,J01MA02,0,5,CLSI 2013 M100-S23,NA,double,Quinolones,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,36,119.41,01.03.16,01.07.16,Pig,LivingAnimal,NA,DD_PCR,Salmonella,NA,600,8,49,FFC,QJ01BA90,0,30,CLSI 2013 M100-S23,NA,double,Amphenicols,Highly important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,36,119.41,01.03.16,01.07.16,Pig,LivingAnimal,NA,DD_PCR,Salmonella,NA,600,8,49,GEN,J01GB03,0,10,CLSI 2013 M100-S23,NA,double,Aminoglycosides,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,36,119.41,01.03.16,01.07.16,Pig,LivingAnimal,NA,DD_PCR,Salmonella,NA,600,8,49,NAL,J01MB02,0,30,CLSI 2013 M100-S23,NA,double,Quinolones,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,36,119.41,01.03.16,01.07.16,Pig,LivingAnimal,NA,DD_PCR,Salmonella,NA,600,8,49,SPT,J01XX04,0,10,CLSI 2013 M100-S23,NA,double,Aminocyclitols,Important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,36,119.41,01.03.16,01.07.16,Pig,LivingAnimal,NA,DD_PCR,Salmonella,NA,600,8,49,TET,J01AA07,0,30,CLSI 2013 M100-S23,NA,double,Tetracyclines,Highly important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,36,119.41,01.03.16,01.07.16,Pig,LivingAnimal,NA,DD_PCR,Salmonella,NA,600,8,49,SXT,J01EE01,88,25,CLSI 2013 M100-S23,NA,Slaughterhouse,"Sulfonamides, Trimethoprim and Combinations",Highly important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,37.51,122.12,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,AMC,J01CR02,0,30,CLSI 2013 M100-S23,NA,double,Aminopenicillins with Beta-Lactamase Inhibitors,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,37.51,122.12,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,AMP,J01CA01,96,10,CLSI 2013 M100-S23,NA,double,Aminopenicillins,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,37.51,122.12,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,CTX,J01DD01,78,30,CLSI 2013 M100-S23,NA,double,3rd Generation Cephalosporin,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,37.51,122.12,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,CIP,J01MA02,4,5,CLSI 2013 M100-S23,NA,double,Quinolones,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,37.51,122.12,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,FFC,QJ01BA90,57,30,CLSI 2013 M100-S23,NA,double,Amphenicols,Highly important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,37.51,122.12,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,GEN,J01GB03,57,10,CLSI 2013 M100-S23,NA,double,Aminoglycosides,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,37.51,122.12,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,NAL,J01MB02,83,30,CLSI 2013 M100-S23,NA,double,Quinolones,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,37.51,122.12,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,SPT,J01XX04,13,10,CLSI 2013 M100-S23,NA,double,Aminocyclitols,Important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,37.51,122.12,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,TET,J01AA07,65,30,CLSI 2013 M100-S23,NA,double,Tetracyclines,Highly important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,37.51,122.12,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,SXT,J01EE01,0,25,CLSI 2013 M100-S23,NA,double,"Sulfonamides, Trimethoprim and Combinations",Highly important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,35.91,117.01,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,AMC,J01CR02,0,30,CLSI 2013 M100-S23,NA,double,Aminopenicillins with Beta-Lactamase Inhibitors,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,35.91,117.01,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,AMP,J01CA01,94,10,CLSI 2013 M100-S23,NA,double,Aminopenicillins,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,35.91,117.01,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,CTX,J01DD01,15,30,CLSI 2013 M100-S23,NA,double,3rd Generation Cephalosporin,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,35.91,117.01,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,CIP,J01MA02,73,5,CLSI 2013 M100-S23,NA,double,Quinolones,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,35.91,117.01,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,FFC,QJ01BA90,0,30,CLSI 2013 M100-S23,NA,double,Amphenicols,Highly important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,35.91,117.01,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,GEN,J01GB03,3,10,CLSI 2013 M100-S23,NA,double,Aminoglycosides,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,35.91,117.01,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,NAL,J01MB02,97,30,CLSI 2013 M100-S23,NA,double,Quinolones,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,35.91,117.01,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,SPT,J01XX04,0,10,CLSI 2013 M100-S23,NA,double,Aminocyclitols,Important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,35.91,117.01,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,TET,J01AA07,94,30,CLSI 2013 M100-S23,NA,double,Tetracyclines,Highly important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,35.91,117.01,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,SXT,J01EE01,0,25,CLSI 2013 M100-S23,NA,double,"Sulfonamides, Trimethoprim and Combinations",Highly important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,37.46,121.45,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,AMC,J01CR02,0,30,CLSI 2013 M100-S23,NA,double,Aminopenicillins with Beta-Lactamase Inhibitors,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,37.46,121.45,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,AMP,J01CA01,65,10,CLSI 2013 M100-S23,NA,double,Aminopenicillins,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,37.46,121.45,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,CTX,J01DD01,47,30,CLSI 2013 M100-S23,NA,double,3rd Generation Cephalosporin,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,37.46,121.45,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,CIP,J01MA02,88,5,CLSI 2013 M100-S23,NA,double,Quinolones,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,37.46,121.45,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,FFC,QJ01BA90,0,30,CLSI 2013 M100-S23,NA,double,Amphenicols,Highly important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,37.46,121.45,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,GEN,J01GB03,6,10,CLSI 2013 M100-S23,NA,double,Aminoglycosides,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,37.46,121.45,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,NAL,J01MB02,100,30,CLSI 2013 M100-S23,NA,double,Quinolones,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,37.46,121.45,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,SPT,J01XX04,0,10,CLSI 2013 M100-S23,NA,double,Aminocyclitols,Important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,37.46,121.45,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,TET,J01AA07,94,30,CLSI 2013 M100-S23,NA,double,Tetracyclines,Highly important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,37.46,121.45,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,SXT,J01EE01,0,25,CLSI 2013 M100-S23,NA,double,"Sulfonamides, Trimethoprim and Combinations",Highly important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,36,119.41,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,AMC,J01CR02,0,30,CLSI 2013 M100-S23,NA,double,Aminopenicillins with Beta-Lactamase Inhibitors,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,36,119.41,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,AMP,J01CA01,95,10,CLSI 2013 M100-S23,NA,double,Aminopenicillins,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,36,119.41,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,CTX,J01DD01,5,30,CLSI 2013 M100-S23,NA,double,3rd Generation Cephalosporin,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,36,119.41,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,CIP,J01MA02,95,5,CLSI 2013 M100-S23,NA,double,Quinolones,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,36,119.41,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,FFC,QJ01BA90,0,30,CLSI 2013 M100-S23,NA,double,Amphenicols,Highly important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,36,119.41,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,GEN,J01GB03,14,10,CLSI 2013 M100-S23,NA,double,Aminoglycosides,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,36,119.41,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,NAL,J01MB02,95,30,CLSI 2013 M100-S23,NA,double,Quinolones,Critically important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,36,119.41,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,SPT,J01XX04,0,10,CLSI 2013 M100-S23,NA,double,Aminocyclitols,Important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,36,119.41,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,TET,J01AA07,0,30,CLSI 2013 M100-S23,NA,double,Tetracyclines,Highly important
10.3389/fmicb.2017.01049,Zhao,2017,CHN,36,119.41,01.03.16,01.07.16,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,400,24,94,SXT,J01EE01,95,25,CLSI 2013 M100-S23,NA,double,"Sulfonamides, Trimethoprim and Combinations",Highly important
10.1155/2016/8183931,Zhao,2016,CHN,35.8939566,117.9249002,01.08.15,01.09.15,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,300,13,38,AMK,J01GB06,11,NA,CLSI 2013 M100-S23,NA,double,Aminoglycosides,Critically important
10.1155/2016/8183931,Zhao,2016,CHN,35.8939566,117.9249002,01.08.15,01.09.15,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,300,13,38,AMP,J01CA01,58,NA,CLSI 2013 M100-S23,NA,double,Aminopenicillins,Critically important
10.1155/2016/8183931,Zhao,2016,CHN,35.8939566,117.9249002,01.08.15,01.09.15,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,300,13,38,CFZ,J01DB04,8,NA,CLSI 2013 M100-S23,NA,double,1st Generation Cephalosporin,Highly important
10.1155/2016/8183931,Zhao,2016,CHN,35.8939566,117.9249002,01.08.15,01.09.15,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,300,13,38,CTX,J01DD01,8,NA,CLSI 2013 M100-S23,NA,double,3rd Generation Cephalosporin,Critically important
10.1155/2016/8183931,Zhao,2016,CHN,35.8939566,117.9249002,01.08.15,01.09.15,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,300,13,38,CAZ,J01DD02,8,NA,CLSI 2013 M100-S23,NA,double,3rd Generation Cephalosporin,Critically important
10.1155/2016/8183931,Zhao,2016,CHN,35.8939566,117.9249002,01.08.15,01.09.15,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,300,13,38,CPR,J01DB09,13,NA,CLSI 2013 M100-S23,NA,double,1st Generation Cephalosporin,Highly important
10.1155/2016/8183931,Zhao,2016,CHN,35.8939566,117.9249002,01.08.15,01.09.15,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,300,13,38,CHL,J01BA01,13,NA,CLSI 2013 M100-S23,NA,double,Amphenicols,Highly important
10.1155/2016/8183931,Zhao,2016,CHN,35.8939566,117.9249002,01.08.15,01.09.15,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,300,13,38,CIP,J01MA02,13,NA,CLSI 2013 M100-S23,NA,double,Quinolones,Critically important
10.1155/2016/8183931,Zhao,2016,CHN,35.8939566,117.9249002,01.08.15,01.09.15,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,300,13,38,SXT,J01EE01,29,NA,CLSI 2013 M100-S23,NA,double,"Sulfonamides, Trimethoprim and Combinations",Highly important
10.1155/2016/8183931,Zhao,2016,CHN,35.8939566,117.9249002,01.08.15,01.09.15,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,300,13,38,DOX,J01AA02,24,NA,CLSI 2013 M100-S23,NA,double,Tetracyclines,Highly important
10.1155/2016/8183931,Zhao,2016,CHN,35.8939566,117.9249002,01.08.15,01.09.15,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,300,13,38,GEN,J01GB03,24,NA,CLSI 2013 M100-S23,NA,double,Aminoglycosides,Critically important
10.1155/2016/8183931,Zhao,2016,CHN,35.8939566,117.9249002,01.08.15,01.09.15,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,300,13,38,KAN,J01GB04,29,NA,CLSI 2013 M100-S23,NA,double,Aminoglycosides,Critically important
10.1155/2016/8183931,Zhao,2016,CHN,35.8939566,117.9249002,01.08.15,01.09.15,Chicken,LivingAnimal,NA,DD_PCR,Salmonella,NA,300,13,38,NOR,J01MA06,11,NA,CLSI 2013 M100-S23,NA,double,Quinolones,Critically important
